"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B7CX5AEC","journalArticle","2007","Galanaki, Ioanna; Tomas, Helena; Galanakis, Yannis; Laffineur, Robert","Between the Aegean and Baltic Seas. Prehistory Across Borders. Proceedings of the International Conference Zagreb 11. - 14. April 2005","Aegaeum","","","","","","2007","2015-11-10 07:14:39","2015-11-10 07:14:39","","493","","27","","","","Between the Aegean and Baltic Seas. Prehistory Across Borders. Proceedings of the International Conference Zagreb 11. - 14. April 2005","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X35QGUN9","journalArticle","2012","Gadi, H.","The Downlslope Movement of Lithic Artifacts: A Field Experiment","Journal of Israel Prehistoric Society","","","","","","2012","2015-11-10 07:14:39","2015-11-10 07:14:39","","1–21","","","42","","","The Downlslope Movement of Lithic Artifacts: A Field Experiment","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5FTHMW9","journalArticle","2014","Gadekar, Charusmita; Rajesh, S.V.; Ajithprasad, P.","Shikarpur Lithic Assemblage: New Questions Regarding Rohri Chert Blade Production","Journal of Lithic Studies","","","","","","2014","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","1","1","","","Shikarpur Lithic Assemblage: New Questions Regarding Rohri Chert Blade Production","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MG89PBPT","journalArticle","2000","Gabriel, Utta","Mitteilung zum Stand der Neolithikumsforschung in der Umgebung von Troia (Kunmtepe 1993–1995; Beşik-Sivritepe 1983–1984, 1987, 1998–1999)","StTroica","","","","","","2000","2015-11-10 07:14:39","2015-11-10 07:14:39","","233–238","","","10","","","Mitteilung zum Stand der Neolithikumsforschung in der Umgebung von Troia (Kunmtepe 1993–1995; Beşik-Sivritepe 1983–1984, 1987, 1998–1999)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSGWCMMS","bookSection","2006","Gabriel, U.","Ein Blick zurück – Das fünfte Jahrtausend vor Christus in der Troas","Troia. Archäologie eines Siedlungshügels und seiner Landschaft","","","","","","2006","2015-11-10 07:14:39","2015-11-10 07:14:39","","355–360","","","","","","Ein Blick zurück – Das fünfte Jahrtausend vor Christus in der Troas","","","","","","Mainz","","","","","","","","","","","","ERC-Project.enl","","Korfmann, M. O.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6Z9ANG8","journalArticle","2002","Gabounia, Léo; Lumley, Marie-Antoinette de; Vekua, Abesalom; Lordkipanidze, David; Lumley, Henry de","Découverte d’un nouvel hominidé à Dmanissi (Transcaucasie, Géorgie)","C. R. Palevol","","","","","","2002","2015-11-10 07:14:39","2015-11-10 07:14:39","","243–253","","","1","","","Découverte d’un nouvel hominidé à Dmanissi (Transcaucasie, Géorgie)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWTG2H2E","bookSection","2006","Furuichi, T.","Evolution of the Social Structure of Hominoids. Reconsideration of Food Distribution and the Estrus Sex Ratio","Human Origins and Environmental Backgrounds","","","","","","2006","2015-11-10 07:14:38","2015-11-10 07:14:38","","235–248","","","","","","Evolution of the Social Structure of Hominoids. Reconsideration of Food Distribution and the Estrus Sex Ratio","Developments in Primatology: Progress and Prospects","","","","","New York","","","","","","","","","","","","ERC-Project.enl","","Ishida, Hidemi; Tuttle, Russell; Pickford, Martin; Ogihara, Naomichi; Nakatsukasa, Masato","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZE8E9Z68","journalArticle","1956","Furness, A.","Some Early Pottery of Samos, Kalimnos and Chios","ProcPrehistSoc","","","","","","1956","2015-11-10 07:14:38","2015-11-10 07:14:38","","173–212","","","22","","","Some Early Pottery of Samos, Kalimnos and Chios","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IARMKWMI","book","1999","Furmanek, Vaclav; Veliacik, Ladislav; Vladar, Jozef","Die Bronzezeit im slowakischen Raum","","","","","","","1999","2015-11-10 07:14:38","2015-11-10 07:14:38","","","","","","","","Die Bronzezeit im slowakischen Raum","PAS","15","","","","Rahden/Westf.","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VH2UEWCH","journalArticle","2014","Fuertes-Prieto, M. Natividad; Neira-Campos, Ana; Fernández-Martínez, Esperanza; Gómez-Fernández, Fernando; Alonso-Herrero, Eduardo","“Mucientes Chert” in the Northern Iberian Plateau (Spain)","Journal of Lithic Studies","","","","","","2014","2015-11-10 07:14:38","2015-11-10 07:14:38","","","","1","1","","","“Mucientes Chert” in the Northern Iberian Plateau (Spain)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JTPMWDB","bookSection","2001","Fries-Knoblach, J.","Silices - Die ""Metalle"" der Steinzeit","Ideen - Visionen - Innovationen. Festschrift anläßlich des 60. Geburtstags von Professor Manfred Geiger","","","","","","2001","2015-11-10 07:14:38","2015-11-10 07:14:38","","179–190","","","","","","Silices - Die ""Metalle"" der Steinzeit","","","","","","Bamberg","","","","","","","","","","","","ERC-Project.enl","","Vollertsen, F.; Kleiner, M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAWCITME","bookSection","2011","Friedrich, W. L.","Der Vulkanausbruch von Santorini um 1613 v. Chr. und seine Auswirkungen","1600 - Kultureller Umbruch im Schatten des Thera-Ausbruchs? - Abstracts zum 4. Mitteldeutschen Archäologentag","","","","","","2011","2015-11-10 07:14:38","2015-11-10 07:14:38","","8","","","","","","Der Vulkanausbruch von Santorini um 1613 v. Chr. und seine Auswirkungen","","","","","","Halle (Saale)","","","","","","","","","","","","ERC-Project.enl","","LandesamtfürDenkmalpflegeundArchäologieSachsen-Anhalt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UF4QWZX7","bookSection","2009","Friedrich, Walter L.; Kromer, Bernd; Friedrich, Michael; Heinemeier, Jan; Pfeiffer, Tom; Talamo, Sahra","Santorini Eruption Radicarbon dated to 1627-1600 BC: Further Discussion","Tree-Rings, Kings, and Old World Archaeology and Environment: Papers Presented in Honor of Peter Ian Kuniholm","","","","","","2009","2015-11-10 07:14:38","2015-11-10 07:14:38","","293–298","","","","","","Santorini Eruption Radicarbon dated to 1627-1600 BC: Further Discussion","","","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Manning, S. W.; Bruce, M. J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZ4B5VMC","journalArticle","2006","Friedrich, Walter L.; Kromer, Bernd; Friedrich, Michael; Heinemeier, Jan; Pfeiffer, Tom; Talamo, Sahra","Santorini Eruption Radiocarbon Dated to 1627–1600 B.C.","Science","","","","","","2006","2015-11-10 07:14:38","2015-11-10 07:14:38","","548","","","312","","","Santorini Eruption Radiocarbon Dated to 1627–1600 B.C.","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAB3E7FK","thesis","2000","Friedman, Elizabeth Schiller","Technological Style in Early Bronze Age Anatolia: The Interrelationship between Ceramik and Metal Production at Göltepe","","","","","","","2000","2015-11-10 07:14:38","2015-11-10 07:14:38","","","","","","","","Technological Style in Early Bronze Age Anatolia: The Interrelationship between Ceramik and Metal Production at Göltepe","","","","","University of Chicago","Chicago","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPXXDVUS","journalArticle","2014","Freund, Kyle P.","Obsidian Consumption in Chalcolithic Sardinia: A View from Bingia 'e Monti","JASc","","","","","","2014","2015-11-10 07:14:38","2015-11-10 07:14:38","","242–250","","","41","","","Obsidian Consumption in Chalcolithic Sardinia: A View from Bingia 'e Monti","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA64CP64","book","1998","French, D. H.","Canhasan Sites 1. Canhasan I: Stratigraphy and Structures","","","","","","","1998","2015-11-10 07:14:38","2015-11-10 07:14:38","","","","","","","","Canhasan Sites 1. Canhasan I: Stratigraphy and Structures","","","","","","Ankara","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BIP9928","journalArticle","1971","French, D. H.","An Experiment in Water-Sieving","AnSt","","","","","","1971","2015-11-10 07:14:38","2015-11-10 07:14:38","","59–64","","","21","","","An Experiment in Water-Sieving","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSPT8958","journalArticle","1969","French, D. H.","Prehistoric Sites in Northwest Anatolia: II. The Balikesir and Akhisar/Manisa Areas","AnSt","","","","","","1969","2015-11-10 07:14:38","2015-11-10 07:14:38","","41–98","","","19","","","Prehistoric Sites in Northwest Anatolia: II. The Balikesir and Akhisar/Manisa Areas","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7MF3SIF","journalArticle","1968","French, D. H.","Excavations at Can Hasan, 1967. Seventh Preliminary Report","AnSt","","","","","","1968","2015-11-10 07:14:38","2015-11-10 07:14:38","","45–53","","","18","","","Excavations at Can Hasan, 1967. Seventh Preliminary Report","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FXJH7H5X","journalArticle","1967","French, D. H.","Prehistoric Sites in Northwestern Anatolia: I. The Iznik Area","AnSt","","","","","","1967","2015-11-10 07:14:38","2015-11-10 07:14:38","","49–100","","","17","","","Prehistoric Sites in Northwestern Anatolia: I. The Iznik Area","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZ9BI42S","journalArticle","1967","French, D. H.","Excavations at Can Hasan, 1966. Sixth Preliminary Report","AnSt","","","","","","1967","2015-11-10 07:14:38","2015-11-10 07:14:38","","165–178","","","17","","","Excavations at Can Hasan, 1966. Sixth Preliminary Report","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V379JVC8","journalArticle","1966","French, D. H.","Excavations at Can Hasan, 1965. Fifth Preliminary Report","AnSt","","","","","","1966","2015-11-10 07:14:38","2015-11-10 07:14:38","","113–123","","","16","","","Excavations at Can Hasan, 1965. Fifth Preliminary Report","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGF52GXW","journalArticle","1965","French, D. H.","Excavations at Can Hasan. First Preliminary Report, 1964","AnSt","","","","","","1965","2015-11-10 07:14:38","2015-11-10 07:14:38","","87–94","","","15","","","Excavations at Can Hasan. First Preliminary Report, 1964","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BKKDIEP","journalArticle","1964","French, D. H.","Recent Archaeological Research in Turkey","AnSt","","","","","","1964","2015-11-10 07:14:38","2015-11-10 07:14:38","","21–37","","","14","","","Recent Archaeological Research in Turkey","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
